PHMCY_PTY_GID,ADDR_CBSA_CD,ADDR_CBSA_TITLE,ADDR_CITY_NM,ADDR_CNTY_CD,ADDR_CNTY_NM,ADDR_LINE1,ADDR_LINE2,ADDR_ST_ABBR_CD,ADDR_ZIP4_CD,ADDR_ZIP5_CD,ADDR_ZIP9_CD,AFTR_HR_IND,AUDT_DT,BE_ID,BP_SCRN_IND,BRAILLE_LBL_IND,CMPLC_MNTR_IND,CMPND_PHMCY_SRVC_IND,CNTRCT_EXPRN_DT,CNTRCT_MAIL_ORDR_IND,CVS_MAIL_IND,CVS_OWNED_IND,CVS_RTL_IND,CVS_SPCLT_IND,DLVRY_SRVC_CD,DRABL_EQPMNT_CD,DRVTHRU_IND,DZ_SPCLT_IND,E_RX_ENBL_IND,EXTN_HR_IND,FED_TAX_ID,FLU_SHOT_IND,GRP_TYP_CD,HLTH_SCRN_IND,IMMZTN_IND,INFSN_THRPY_IND,MED_REVW_IND,MSTR_GRP_CD,MSTR_GRP_NM,NCPDP_CHAIN_ID,NCPDP_CHAIN_NM,NCPDP_CHAIN_PHONE_NBR,NCPDP_FRANCH_ID,NCPDP_FRANCH_NM,NCPDP_FRANCH_PHONE_NBR,NCPDP_PRVDR_ID,NPI_ID,ONSITE_CLNC_IND,OPN_24_HR_IND,OPN_7_DAY_IND,PHMCY_CLS_CD,PHMCY_DSPNS_DESC,PHMCY_FAX_NBR,PHMCY_NM,PHMCY_PHONE_NBR,PHMCY_SRVC_TYP_CD,PREV_NABP_CD,QL_CHAIN_ID,QL_CHAIN_NM,QL_ENTY_TYP_CD,REC_CHG_TS,RECAP_CHAIN_ID,RECAP_CHAIN_NM,RECAP_CHAIN_PHONE_NBR,REUSE_IND,REUSE_NBR,SPCLT_INT_PHMCY_GRP_NM,SPCLT_PHMCY_IND,SPCLT_PHMCY_TYP_CD,BUS_UNT_NM,PHMCY_SIZING_NM,PHMCY_340B_IND,PHMCY_340B_STUS_CD,DRVD_PHMCY_IND,SPKN_PRNT_LANG_1_TXT,SPKN_PRNT_LANG_2_TXT,SPKN_PRNT_LANG_3_TXT,SPKN_PRNT_LANG_4_TXT,SPKN_PRNT_LANG_5_TXT,SRC_CD,SRC_CHG_TS,STORE_ID,STUS_CD,RECAP_STUS_CD,UNIVERSAL_MAIL_IND,VISN_SRVC_IND,WRTN_MTRL_IND,WRTN_PRNT_LANG_1_TXT,WRTN_PRNT_LANG_2_TXT,WRTN_PRNT_LANG_3_TXT,WRTN_PRNT_LANG_4_TXT,WRTN_PRNT_LANG_5_TXT
51886,35620,"NEW YORK-NORTHERN NEW JERSEY-LONG ISLAND, NY-NJ-PA",HICKSVILLE,59,NASSAU COUNTY,524 S BROADWAY, ,NY,5013,11801,11801-5013,N,00:00.0,ADJUDICATI,N,,Y,Y,00:00.0,N,N,N,N,N,L,L,N,,Y,,753086785,N,A,,,,Y,A603,LEADER DRUG STORE INC, , , , , , ,3328653,1.01316E+11,,N,Y,INDPNDNT, ,5164332738,PERFECT PHARMACY,5164337115,CRP,336939, , ,,09:33.0,A603,LEADER DRUG STORE INC, ,N,0,UNDEFINED,N, ,UNDEFINED,UNDEFINED,N,36,N,SPANISH, , , , ,R         ,00:00.0, ,A         ,A         ,N,,Y,ENGLISH,SPANISH, , , 
1501090133,17300,"CLARKSVILLE, TN-KY",HOPKINSVILLE,47,CHRISTIAN COUNTY,4048 FORT CAMPBELL BLVD, ,KY,4950,42240,42240-4950,,1800-01-01 00:00:00.000,Z937644,,,,,00:00.0,N,N,N,N,N,,,,,,,923926399,,,,,,,,, , , , , , ,1840481,1.01549E+11,,,,, ,2708830826,CLINT'S HOMETOWN PHARMACY,2708390773,,0,0,INDEPENDENTS,1,30:48.0, , , ,N,0,UNDEFINED,N, ,UNDEFINED,UNDEFINED,N,36,N, , , , , ,R         ,00:00.0, ,A         ,          ,N,,,ENGLISH, , , , 
1020218810,22220,"FAYETTEVILLE-SPRINGDALE-ROGERS, AR-MO",ROGERS,7,BENTON COUNTY,808 W WALNUT ST, ,AR,3538,72756,72756-3538,N,1800-01-01 00:00:00.000,ADJUDICATI,Y,,Y,N,00:00.0,N,N,N,N,N,C,L,Y,,Y,,710415188,Y,C,,,,Y,2084,WALMART,229,WALMART STORES INC,4792771242, , , ,425202,1.01821E+11,,N,Y,CHN,CHAIN RETAIL,4792027196,WALMART PHARMACY,4792027197,CRP,0,229,WALMART,1,24:25.0,2084,WALMART, ,N,0,WALMART,N, ,RETAIL,CHAIN RETAIL,Y,37,N, , , , , ,R         ,00:00.0,Oct-54,A         ,A         ,N,,Y,ENGLISH, , , , 
17199,23540,"GAINESVILLE, FL",GAINESVILLE,1,ALACHUA COUNTY,6801 NW 9TH BLVD STE 4,,FL,8492,32635,32635-8492,,1800-01-01 00:00:00.000,Z987071,,,,,00:00.0,N,N,N,N,N,,,,,,,680584592,,,,,,,,, , , , , , ,5702154,1.01609E+11,,,,, ,3523797707,ALL PHYSICAL MEDICINE & REHABI,3523673422,,0,0,INDEPENDENTS,1,30:48.0, , , ,N,0,UNDEFINED,N, ,UNDEFINED,UNDEFINED,N,36,N, , , , , ,R         ,00:00.0, ,A         ,          ,N,,,ENGLISH, , , , 
1116115920,28140,"KANSAS CITY, MO-KS",LENEXA,91,JOHNSON COUNTY,9040 QUIVIRA RD, ,KS,3902,66215,66215-3902,,1800-01-01 00:00:00.000,Z959823,,,,,00:00.0,N,N,N,N,N,,,,,,,593209688,,,,,,,,, , , , , , ,1722188,1.01963E+11,,,,, ,8168942493,CORPORATE CARE -LENEXA,8164929675,,0,0,INDEPENDENTS,1,30:48.0, , , ,N,0,UNDEFINED,N, ,UNDEFINED,UNDEFINED,N,36,N, , , , , ,R         ,00:00.0, ,A         ,          ,N,,,ENGLISH, , , , 
1018882955,42660,"SEATTLE-TACOMA-BELLEVUE, WA",TACOMA,53,PIERCE COUNTY,1112 S CUSHMAN AVE, ,WA,3631,98405,98405-3631,N,1800-01-01 00:00:00.000,ADJUDICATI,N,,N,N,00:00.0,N,N,N,N,N,N,N,N,,Y,,911020139,N,A,,,,N,A783,ALIGNRX, , , , , , ,4936754,1.01933E+11,,N,N,INDPNDNT, ,2532466838,SEA MAR COMMUNITY HEALTH CTR,2532466830,CP,0,0,INDEPENDENTS,1,16:40.0,A783,ALIGNRX, ,N,0,UNDEFINED,N, ,UNDEFINED,UNDEFINED,Y,39,N,SPANISH, , , , ,R         ,00:00.0, ,A         ,A         ,N,,Y,ENGLISH,SPANISH, , , 
1479558411,35620,"NEW YORK-NORTHERN NEW JERSEY-LONG ISLAND, NY-NJ-PA",HAWTHORNE,119,WESTCHESTER COUNTY,600 LINDA AVE, ,NY,1362,10532,10532-1362,,1800-01-01 00:00:00.000,Z939962,,,,,00:00.0,N,N,N,N,N,,,,,,,131740039,,,,,,,,, , , , , , ,5837337,1.01892E+11,,,,, ,9147694712,ROSARY HILL HOME,9147690114,,0,0,INDEPENDENTS,1,30:48.0, , , ,N,0,UNDEFINED,N, ,UNDEFINED,UNDEFINED,N,36,N, , , , , ,R         ,00:00.0, ,A         ,          ,N,,,ENGLISH, , , , 
1459293988,27140,"JACKSON, MS",CANTON,89,MADISON COUNTY,340 CALHOUN STATION PKWY STE D, ,MS, ,39046,39046,N,1800-01-01 00:00:00.000,ADJUDICATI,Y,,Y,N,00:00.0,N,N,N,N,N,F,L,Y,,Y,,873328757,,A,,,,Y,A904,ELEVATE, , , , , , ,2593463,1.01073E+11,,N,N,INDPNDNT, ,6018910882,GERMANTOWN PHARMACY,6018910881,CRP,0,0,INDEPENDENTS,1,40:15.0,0, , ,N,0,UNDEFINED,N, ,UNDEFINED,UNDEFINED,N,36,N,HINDI,SPANISH, , , ,R         ,00:00.0, ,A         ,A         ,N,,Y,ENGLISH, , , , 
62366,35620,"NEW YORK-NORTHERN NEW JERSEY-LONG ISLAND, NY-NJ-PA",EATONTOWN,25,MONMOUTH COUNTY,130 HIGHWAY 35, ,NJ, ,7724,7724,N,00:00.0,ADJUDICATI,N,,N,N,00:00.0,N,N,Y,Y,N,L,N,Y,,Y,,203618568,Y,C,,,,N,1077,CVS,39,CVS PHARMACY INC,4017651500, , , ,3104534,1.01094E+11,,N,Y,CHN,CHAIN RETAIL,7325781021,CVS PHARMACY,7325427333,CRP,0,39,CVS PHARMACY,1,30:48.0,1077,CVS PHARMACY, ,N,0,CVS RETAIL,N, ,RETAIL,CVS,N,36,N, , , , , ,R         ,00:00.0,431,A         ,A         ,N,,N, , , , , 
54639,45300,"TAMPA-ST. PETERSBURG-CLEARWATER, FL",SPRING HILL,53,HERNANDO COUNTY,11115 SPRING HILL DR, ,FL,4649,34609,34609-4649,,00:00.0,ADJUDICATI,,,,,00:00.0,N,N,Y,Y,N,L,N,Y,,Y,,30394176,Y,C,,,,,1077,CVS,39,CVS PHARMACY INC,4017651500, , , ,1054989,1.01619E+11,,Y,Y,CHN,CHAIN RETAIL,3526666925,CVS PHARMACY,3526861336,CRP,0,39,CVS PHARMACY,1,30:48.0,1077,CVS PHARMACY, ,N,0,CVS RETAIL,N, ,RETAIL,CVS,N,36,N, , , , , ,R         ,00:00.0,3746,A         ,A         ,N,,, , , , , 
1470890125,12420,"AUSTIN-ROUND ROCK, TX",AUSTIN,453,TRAVIS COUNTY,2800 LONGHORN BLVD STE 102, ,TX,7624,78758,78758-7624,,1800-01-01 00:00:00.000,Z941145,,,,,00:00.0,N,N,N,N,N,,,,,,,881152958,,,,,,,,, , , , , , ,5937377,1.01386E+11,,,,, ,8332460739,CURATIVE PHARMACY,8334287284,,0,0,INDEPENDENTS,1,30:48.0, , , ,N,0,UNDEFINED,N, ,UNDEFINED,UNDEFINED,N,36,N, , , , , ,R         ,00:00.0, ,A         ,          ,N,,,ENGLISH, , , , 
141957,,,ST CROIX FALLS,95,POLK COUNTY,204 SOUTH ADAMS ST,,WI,    ,54024,54024,,1800-01-01 00:00:00.000,5129526,,,,,00:00.0,N,N,N,N,N,,,,,,, ,,,,,,,,, , , , , , ,5129526,1.01346E+11,,,,, , ,ST CROIX REGIONAL MEDICAL CENT, ,,0,818,"MEDVANTX, INC.",1,30:48.0, , , ,N,0,UNDEFINED,N, ,UNDEFINED,UNDEFINED,U,99,N, , , , , ,R         ,00:00.0, ,A         ,          ,N,,, , , , , 
151562,36740,"ORLANDO-KISSIMMEE, FL",OVIEDO,117,SEMINOLE COUNTY,820 OVIEDO MALL BLVD, ,FL,9348,32765,32765-9348,,00:00.0,ADJUDICATI,,,,,00:00.0,N,N,Y,Y,N,L,N,N,,Y,,30394176,Y,C,,,,,1077,CVS,207,CVS PHARMACY IN TARGET,4017651500, , , ,1072951,1.01164E+11,,N,Y,CHN,CHAIN RETAIL,3213483927,CVS PHARMACY,4073665907,CRP,0,207,"TARGET STORES, INC.",1,40:15.0,2104,"TARGET STORES, INC.", ,N,0,CVS RETAIL,N, ,TARGET,CVS,N,36,N, , , , , ,R         ,00:00.0,16329,A         ,A         ,N,,,ENGLISH, , , , 
49398,46140,"TULSA, OK",INOLA,131,ROGERS COUNTY,19 W COMMERCIAL, ,OK,0,74036,74036-0000,Y,1800-01-01 00:00:00.000,ADJUDICATI,Y,,Y,Y,00:00.0,N,N,N,N,N,L,L,N,,Y,,731217062,Y,I,,,,Y,0,INDEPENDENTS, , , , , , ,3722039,1.01488E+11,,N,N,INDPNDNT, ,9185432013,INOLA DRUG,9185438777,CRP,371299, , ,,40:15.0,A605,HEALTH MART ATLAS, ,N,0,OTHER,N, ,RETAIL,INDEPENDENTS,N,36,N, , , , , ,R         ,00:00.0, ,A         ,A         ,N,,Y,ENGLISH, , , , 
1275894394,12060,"ATLANTA-SANDY SPRINGS-MARIETTA, GA",SANDY SPRING,121,FULTON COUNTY,860 JOHNSON FERRY RD STE 230, ,GA,1453,30342,30342-1453,N,1800-01-01 00:00:00.000,ADJUDICATI,N,,Y,N,00:00.0,N,N,N,N,N,L,L,N,,Y,,361924025,Y,C,,,,Y,1002,WALGREENS, , , , , , ,1173602,1.01487E+11,,N,N,CHN,CHAIN RETAIL,4705207009,COMMUNITY A WALGREENS PHARMACY,4705207008,CRP,0,226,WALGREENS CORPORATION,1,40:15.0,1002,WALGREENS CORPORATION, ,N,0,WALGREENS,Y,O,RETAIL,CHAIN RETAIL,Y,37,Y, , , , , ,R         ,00:00.0,21230,A         ,A         ,N,,Y,ENGLISH, , , , 
1099304442,38300,"PITTSBURGH, PA",JEFFERSON HILLS,3,ALLEGHENY COUNTY,565 COAL VALLEY RD, ,PA,3703,15025,15025-3703,N,1800-01-01 00:00:00.000,ADJUDICATI,N,,Y,Y,00:00.0,N,N,N,N,N,N,N,N,,Y,,251260215,N,I,,,,Y,0,INDEPENDENTS, , , , , , ,6004840,1.01316E+11,,N,N,ADS, ,4124697634,JEFFERSON REGIONAL MED CENTER,4124697618,CRP,0,0,INDEPENDENTS,1,54:05.0,0, , ,N,0,UNDEFINED,N, ,UNDEFINED,UNDEFINED,N,36,N, , , , , ,R         ,00:00.0, ,A         ,A         ,N,,Y,ENGLISH, , , , 
157720,12060,"ATLANTA-SANDY SPRINGS-MARIETTA, GA",TEMPLE,45,CARROLL COUNTY,488 CARROLLTON ST, ,GA,4144,30179,30179-4144,N,1800-01-01 00:00:00.000,ADJUDICATI,Y,,Y,,00:00.0,N,N,N,N,N,N,L,Y,,Y,,560846267,Y,C,,,,Y,6822,INGLES MARKETS INC,822,INGLES MARKETS PHARMACY,8286692941, , , ,1158042,1.01478E+11,,N,Y,CHN,CHAIN RETAIL,7705622778,INGLES PHARMACY,7705622716,CRP,0,822,"INGLES MARKETS, INC",1,30:48.0,6822,INGLES MARKETS INC, ,N,0,INGLES PHARMACY,N, ,RETAIL,INDEPENDENTS,N,36,N, , , , , ,R         ,00:00.0,405,A         ,A         ,N,,Y,ENGLISH, , , , 
135595,19100,"DALLAS-FORT WORTH-ARLINGTON, TX",FORT WORTH,439,TARRANT COUNTY,6700 WEST FWY, ,TX,2160,76116,76116-2160,N,1800-01-01 00:00:00.000,ADJUDICATI,Y,,Y,N,00:00.0,N,N,N,N,N,L,L,N,,Y,,820184434,Y,C,,,,Y,6929,ALBERTSONS,929,ALBERTSONS LLC,2083953954, , , ,4587474,1.01872E+11,,N,Y,CHN,CHAIN RETAIL,8173778452,ALBERTSON'S PHARMACY,8173778078,CRP,0,929,ALBERTSONS LLC,1,40:15.0,6929,ALBERTSONS LLC, ,N,0,ALBERTSONS,N, ,RETAIL,CHAIN RETAIL,Y,37,N, , , , , ,R         ,00:00.0,4286,A         ,A         ,N,,Y,ENGLISH, , , , 
1213780949,44420,"STAUNTON-WAYNESBORO, VA",WAYNESBORO,820,WAYNESBORO CITY,30 EBCO CIR STE 2, ,VA,7374,22980,22980-7374,,1800-01-01 00:00:00.000,Z954916,,,,,00:00.0,N,N,N,N,N,,,,,,,561844651,,,,,,,,, , , , , , ,4849797,1.01044E+11,,,,, ,8002777455,ADVANCED HOME CARE INC,5409323000,,0,0,INDEPENDENTS,1,30:48.0, , , ,N,0,UNDEFINED,N, ,UNDEFINED,UNDEFINED,U,99,N, , , , , ,R         ,00:00.0, ,A         ,          ,N,,,ENGLISH, , , , 
34756, , ,COLDWATER,33,COMANCHE COUNTY,113 EAST MAIN, ,KS,0,67029,67029-0000,Y,1800-01-01 00:00:00.000,ADJUDICATI,Y,,Y,Y,00:00.0,N,N,N,N,N,F,L,N,,Y,,481246685,N,I,,,,Y,0,INDEPENDENTS, , , , , , ,1701920,1.01408E+11,,Y,Y,INDPNDNT, ,6205822920,MAIN STREET PHARMACY,6205822134,CRP,0,0,INDEPENDENTS,1,44:22.0,0, , ,N,0,OTHER,N, ,RETAIL,INDEPENDENTS,N,36,N, , , , , ,R         ,00:00.0, ,A         ,A         ,N,,Y,ENGLISH, , , , 
1028185429,19060,"CUMBERLAND, MD-WV",CUMBERLAND,1,ALLEGANY COUNTY,805 E OLDTOWN RD STE B, ,MD,4053,21502,21502-4053,,1800-01-01 00:00:00.000,Z966920,,,,,00:00.0,N,N,N,N,N,,,,,,,522039583,,,,,,,,, , , , , , ,2139500,1.01357E+11,,,,, ,3017226166,BRIELOFF FOOT CENTERS,3017226166,,0,0,INDEPENDENTS,1,30:48.0, , , ,N,0,UNDEFINED,N, ,UNDEFINED,UNDEFINED,U,99,N, , , , , ,R         ,00:00.0, ,A         ,          ,N,,,ENGLISH, , , , 
1206296211,44140,"SPRINGFIELD, MA",GREENFIELD,11,FRANKLIN COUNTY,1 ARCH PL STE P,SUITE P,MA,2457,1301,01301-2457,Y,1800-01-01 00:00:00.000,ADJUDICATI,N,,Y,N,00:00.0,N,N,N,N,N,F,N,N,,Y,,270556097,N,C,,,,Y,7945,"GENOA, A QOL HEALTHCARE CO LLC", , , , , , ,2247193,1.01337E+11,,N,N,CHN,CHAIN LONG TERM CARE,4137740103,GENOA HEALTHCARE LLC,4133764450,LTCP,0,945,MEDFUSION RX/QOL MEDS,1,40:15.0,7945,"GENOA, A QOL HEALTHCARE CO LLC", ,N,0,GENOA-QOL HEALTHCARE,N, ,HEALTH SYSTEM,PBM/HEALTH PLAN OWNED,N,36,N, , , , , ,R         ,00:00.0,20184,A         ,A         ,N,,Y,ENGLISH, , , , 
1489138318,21340,"EL PASO, TX",EL PASO,141,EL PASO COUNTY,1201 E SCHUSTER AVE STE 4A, ,TX,4646,79902,79902-4646,N,1800-01-01 00:00:00.000,ADJUDICATI,N,,Y,N,00:00.0,N,N,N,N,N,L,N,N,,Y,,920926511,,A,,,,Y,4014,EPIC RX PHARMACY NETWORK INC, , , , , , ,5938874,1.0163E+11,,N,N,INDPNDNT, ,8666350670,CURANT HEALTH EL PASO,6789817454,CRP,0,0,INDEPENDENTS,1,40:15.0,4014,EPIC RX PHARMACY NETWORK INC, ,N,0,EPIC RX PHARMACY NETWORK (VARIOUS PHARMACIES),Y,O,RETAIL,INDEPENDENTS,Y,37,Y,SPANISH, , , , ,R         ,00:00.0,1,A         ,A         ,N,,Y,SPANISH,ENGLISH, , , 
18219,19760,"DE RIDDER, LA",DERIDDER,11,BEAUREGARD PARISH,1125 N PINE ST, ,LA,2819,70634,70634-2819,N,1800-01-01 00:00:00.000,ADJUDICATI,Y,,Y,N,00:00.0,N,N,N,N,N,F,L,N,,Y,,710862119,Y,C,,,,Y,2084,WALMART,229,WALMART STORES INC,4792771242, , , ,1920683,1.01983E+11,,N,Y,CHN,CHAIN RETAIL,3374625796,WALMART PHARMACY,3374625794,CRP,0,229,WALMART,1,40:15.0,2084,WALMART, ,N,0,WALMART,N, ,RETAIL,CHAIN RETAIL,Y,37,N, , , , , ,R         ,00:00.0,10-0505,A         ,A         ,N,,Y,ENGLISH, , , , 
343090188,49620,"YORK-HANOVER, PA",YORK,133,YORK COUNTY,2250 E MARKET ST, ,PA,2857,17402,17402-2857,,1800-01-01 00:00:00.000,Z975225,,,,,00:00.0,N,N,N,N,N,,,,,,,231352222,,,,,,,,, , , , , , ,3999818,1.0168E+11,,,,, ,7178511650,WELLSPAN OCCUPATIONAL HEALTH,7178511633,,0,0,INDEPENDENTS,1,30:48.0, , , ,N,0,UNDEFINED,N, ,UNDEFINED,UNDEFINED,N,36,N, , , , , ,R         ,00:00.0, ,A         ,          ,N,,, , , , , 
14589,25860,"HICKORY-LENOIR-MORGANTON, NC",HICKORY,35,CATAWBA COUNTY,2915 N CENTER ST,,NC,1158,28601,28601-1158,N,1800-01-01 00:00:00.000,ADJUDICATI,Y,,Y,,00:00.0,N,N,N,N,N,L,L,Y,,Y,,361924025,Y,C,,,,Y,1002,WALGREENS,226,WALGREENS DRUG STORE,2177092351, , , ,3440889,1.01397E+11,,N,Y,CHN,CHAIN RETAIL,8283248324,WALGREENS,8283248254,CRP,0,226,WALGREENS CORPORATION,1,30:48.0,1002,WALGREENS CORPORATION,,N,0,WALGREENS,N, ,RETAIL,CHAIN RETAIL,N,36,N, , , , , ,R         ,00:00.0,7646,A         ,A         ,N,,Y,ENGLISH, , , , 
1392229728,12060,"ATLANTA-SANDY SPRINGS-MARIETTA, GA",ATLANTA,121,FULTON COUNTY,1262 W PACES FERRY RD NW, ,GA, ,30327,30327,,1800-01-01 00:00:00.000,Z945730,,,,,00:00.0,N,N,N,N,N,,,,,,,450610466,,,,,,,,, , , , , , ,1175858,1.01115E+11,,,,, ,4042331124,WENDER & ROBERTS WPF LTC,4042377551,,0,0,INDEPENDENTS,1,30:48.0, , , ,N,0,UNDEFINED,N, ,UNDEFINED,UNDEFINED,N,36,N, , , , , ,R         ,00:00.0, ,A         ,          ,N,,,ENGLISH, , , , 
144180,16980,"CHICAGO-NAPERVILLE-JOLIET, IL-IN-WI",LAKE IN THE HIL,111,MCHENRY COUNTY,100 N RANDALL RD, ,IL,4471,60156,60156-4471,N,00:00.0,ADJUDICATI,Y,,Y,N,00:00.0,N,N,N,N,N,L,L,Y,,Y,,362127039,Y,C,,,,Y,1002,WALGREENS,226,WALGREENS DRUG STORE,2177092351, , , ,1466285,1.01973E+11,,N,Y,CHN,CHAIN RETAIL,8476584071,WALGREENS,8476587051,CRP,0,226,WALGREENS CORPORATION,1,40:15.0,1002,WALGREENS CORPORATION, ,N,0,WALGREENS,N, ,RETAIL,CHAIN RETAIL,N,36,N, , , , , ,R         ,00:00.0,3406,A         ,A         ,N,,Y,ENGLISH, , , , 
1014262877,41980,"SAN JUAN-CAGUAS-GUAYNABO, PR",VEGA BAJA,145,VEGA BAJA MUNICIPIO,BO ALMIRANTE NORTE, ,PR, ,693,693,,1800-01-01 00:00:00.000,Z969482,,,,,00:00.0,N,N,N,N,N,,,,,,,660805396,,,,,,,,, , , , , , ,4029054,1.01266E+11,,,,, ,7879170688,FARMACIA ALMIRANTE NORTE INC,7879170663,,0,0,INDEPENDENTS,1,30:48.0, , , ,N,0,UNDEFINED,N, ,UNDEFINED,UNDEFINED,U,99,N, , , , , ,R         ,00:00.0, ,A         ,          ,N,,,SPANISH, , , , 
89162,41860,"SAN FRANCISCO-OAKLAND-FREMONT, CA",OAKLAND,1,ALAMEDA COUNTY,4100 REDWOOD RD, ,CA,2363,94619,94619-2363,N,00:00.0,ADJUDICATI,N,,N,N,00:00.0,N,N,Y,Y,N,L,L,N,,Y,,941059121,Y,C,,,,N,1077,CVS,123,LONGS DRUG STORES CALIFORNIA LLC,4017651500, , , ,509705,1.01356E+11,,N,Y,CHN,CHAIN RETAIL,5105314884,CVS PHARMACY,5105310602,CRP,53933,123,LONGS DRUG STORES,1,40:15.0,2085,LONGS DRUG STORES, ,N,0,CVS RETAIL,N, ,RETAIL,CVS,N,36,N, , , , , ,R         ,00:00.0,9378,A         ,A         ,N,,N, , , , , 
1412708063,17140,"CINCINNATI-MIDDLETOWN, OH-KY-IN",HAMILTON,17,BUTLER COUNTY,6 SOUTH SECOND ST.,SUITE 509,OH,    ,45011,45011,,1800-01-01 00:00:00.000,Z944545,,,,,00:00.0,N,N,N,N,N,,,,,,,863728009,,,,,,,,, , , , , , ,3688946,1.01295E+11,,,,, ,5137373778,OHIO INTAKE PHARMACY LLC,5137373777,,0,0,INDEPENDENTS,1,17:00.0, , , ,N,0,UNDEFINED,N, ,UNDEFINED,UNDEFINED,N,36,N, , , , , ,R         ,00:00.0, ,A         ,          ,N,,,ENGLISH, , , , 
1521959218,19660,"DELTONA-DAYTONA BEACH-ORMOND BEACH, FL",DELTONA,127,VOLUSIA COUNTY,776 DELTONA BLVD, ,FL, ,32725,32725,N,1800-01-01 00:00:00.000,ADJUDICATI,Y,,Y,Y,00:00.0,N,N,N,N,N,F,L,N,,Y,,810753785,,I,,,,Y,0,INDEPENDENTS, , , , , , ,5757399,1.01578E+11,,N,N,INDPNDNT, ,3862599037,IPHARMACY,3862594074,LTCP,0,0,INDEPENDENTS,1,30:48.0,0, , ,N,0,UNDEFINED,N, ,UNDEFINED,UNDEFINED,N,36,N,SPANISH, , , , ,R         ,00:00.0, ,A         ,A         ,N,,Y,ENGLISH, , , , 
62551,15980,"CAPE CORAL-FORT MYERS, FL",FORT MYERS,71,LEE COUNTY,15880 SUMMERLIN RD, ,FL,9612,33908,33908-9612,N,00:00.0,ADJUDICATI,Y,,Y,Y,00:00.0,N,N,N,N,N,N,L,N,,Y,,590324412,Y,C,,,,Y,1118,"PUBLIX SUPER MARKETS, INC.",302,PUBLIX SUPER MARKETS INC,8636881188, , , ,1092737,1.0161E+11,,N,Y,CHN,CHAIN RETAIL,2394331675,PUBLIX PHARMACY,2394331684,CRP,0,302,PUBLIX SUPER MARKETS INC.,1,40:15.0,1118,"PUBLIX SUPER MARKETS, INC.", ,N,0,PUBLIX,N, ,RETAIL,CHAIN RETAIL,Y,37,N,SPANISH, , , , ,R         ,00:00.0,775,A         ,A         ,N,,Y,ENGLISH, , , , 
